Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2023,mar,3/1/2023,Uttarakhand,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,5
2023,mar,3/1/2023,Uttarakhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,60
2023,mar,3/1/2023,Uttar Pradesh,BUS,Bus,Bus,1
2023,mar,3/1/2023,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,16596
2023,mar,3/1/2023,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1019
2023,mar,3/1/2023,Uttar Pradesh,GOODS CARRIER,Others,Others,1
2023,mar,3/1/2023,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3466
2023,mar,3/1/2023,Uttar Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,8
2023,mar,3/1/2023,Uttar Pradesh,MOPED,2-Wheelers,2W_Personal,9
2023,mar,3/1/2023,Uttar Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,11
2023,mar,3/1/2023,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,420
2023,mar,3/1/2023,Uttar Pradesh,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,76
2023,mar,3/1/2023,Uttar Pradesh,RECOVERY VEHICLE,Others,Others,2
2023,mar,3/1/2023,Uttar Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,87
2023,mar,3/1/2023,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,513
2023,mar,3/1/2023,West Bengal,BUS,Bus,Bus,5
2023,mar,3/1/2023,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,266
2023,mar,3/1/2023,West Bengal,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,12
2023,mar,3/1/2023,West Bengal,GOODS CARRIER,Others,Others,3
2023,mar,3/1/2023,West Bengal,LUXURY CAB,4-Wheelers,4W_Shared,73
2023,mar,3/1/2023,West Bengal,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1073
2023,mar,3/1/2023,West Bengal,MOTOR CAB,4-Wheelers,4W_Shared,104
2023,mar,3/1/2023,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,175
2023,mar,3/1/2023,West Bengal,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,30
2023,mar,3/1/2023,West Bengal,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,41
2023,mar,3/1/2023,West Bengal,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,64
2014,apr,4/1/2014,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,apr,4/1/2014,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014,apr,4/1/2014,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2014,apr,4/1/2014,Bihar,TRAILER (COMMERCIAL),Others,Others,1
2014,apr,4/1/2014,Chhattisgarh,AGRICULTURAL TRACTOR,Others,Others,2
2014,apr,4/1/2014,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,19
2014,apr,4/1/2014,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2014,apr,4/1/2014,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,3
2014,apr,4/1/2014,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,apr,4/1/2014,Gujarat,AGRICULTURAL TRACTOR,Others,Others,1
2014,apr,4/1/2014,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014,apr,4/1/2014,Gujarat,TRAILER (COMMERCIAL),Others,Others,1
2014,apr,4/1/2014,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,apr,4/1/2014,Jharkhand,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,apr,4/1/2014,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,8
2014,apr,4/1/2014,Karnataka,MOPED,2-Wheelers,2W_Personal,19
2014,apr,4/1/2014,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,21
2014,apr,4/1/2014,Karnataka,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2014,apr,4/1/2014,Kerala,BUS,Bus,Bus,1
2014,apr,4/1/2014,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014,apr,4/1/2014,Maharashtra,BUS,Bus,Bus,1
2014,apr,4/1/2014,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,104
2014,apr,4/1/2014,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,4
2014,apr,4/1/2014,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2014,apr,4/1/2014,Odisha,MOPED,2-Wheelers,2W_Personal,5
2014,apr,4/1/2014,Odisha,TRACTOR (COMMERCIAL),Others,Others,1
2014,apr,4/1/2014,Punjab,MOPED,2-Wheelers,2W_Personal,2
2014,apr,4/1/2014,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,apr,4/1/2014,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,9
2014,apr,4/1/2014,Tamil Nadu,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,1
2014,apr,4/1/2014,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2014,apr,4/1/2014,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,1
2014,apr,4/1/2014,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,9
2014,apr,4/1/2014,Tamil Nadu,TRAILER (COMMERCIAL),Others,Others,8
2014,apr,4/1/2014,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2014,apr,4/1/2014,Jammu and Kashmir,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,apr,4/1/2015,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,apr,4/1/2015,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2015,apr,4/1/2015,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,apr,4/1/2015,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,8
2015,apr,4/1/2015,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2015,apr,4/1/2015,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,2
2015,apr,4/1/2015,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2015,apr,4/1/2015,Gujarat,FORK LIFT,Others,Others,1
2015,apr,4/1/2015,Gujarat,GOODS CARRIER,Others,Others,1
2015,apr,4/1/2015,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2015,apr,4/1/2015,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,apr,4/1/2015,Himachal Pradesh,BUS,Bus,Bus,1
2015,apr,4/1/2015,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,apr,4/1/2015,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2015,apr,4/1/2015,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2015,apr,4/1/2015,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,4
2015,apr,4/1/2015,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,26
2015,apr,4/1/2015,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2015,apr,4/1/2015,Karnataka,TRAILER (AGRICULTURAL),Others,Others,2
2015,apr,4/1/2015,Karnataka,TRAILER (COMMERCIAL),Others,Others,1
2015,apr,4/1/2015,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2015,apr,4/1/2015,Kerala,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2015,apr,4/1/2015,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,61
2015,apr,4/1/2015,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,6
2015,apr,4/1/2015,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,5
2015,apr,4/1/2015,Odisha,MOPED,2-Wheelers,2W_Personal,3
2015,apr,4/1/2015,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,1
2015,apr,4/1/2015,Punjab,GOODS CARRIER,Others,Others,1
2015,apr,4/1/2015,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2015,apr,4/1/2015,Punjab,MOPED,2-Wheelers,2W_Personal,1
2015,apr,4/1/2015,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,1
2015,apr,4/1/2015,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2015,apr,4/1/2015,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,17
2015,apr,4/1/2015,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,2
2016,apr,4/1/2016,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,apr,4/1/2016,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2016,apr,4/1/2016,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,24
2016,apr,4/1/2016,Chhattisgarh,AGRICULTURAL TRACTOR,Others,Others,1
2016,apr,4/1/2016,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,6
2016,apr,4/1/2016,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,apr,4/1/2016,DNH and DD,FORK LIFT,Others,Others,1
2016,apr,4/1/2016,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1317
2016,apr,4/1/2016,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2016,apr,4/1/2016,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,3
2016,apr,4/1/2016,Gujarat,GOODS CARRIER,Others,Others,1
2016,apr,4/1/2016,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,21
2016,apr,4/1/2016,Gujarat,MOPED,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,apr,4/1/2016,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2
2016,apr,4/1/2016,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,apr,4/1/2016,Gujarat,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2016,apr,4/1/2016,Haryana,AGRICULTURAL TRACTOR,Others,Others,3
2016,apr,4/1/2016,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,17
2016,apr,4/1/2016,Haryana,GOODS CARRIER,Others,Others,1
2016,apr,4/1/2016,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,8
2016,apr,4/1/2016,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,1
2016,apr,4/1/2016,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,53
2016,apr,4/1/2016,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10
2016,apr,4/1/2016,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,1
2016,apr,4/1/2016,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,27
2016,apr,4/1/2016,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2016,apr,4/1/2016,Karnataka,TRAILER (AGRICULTURAL),Others,Others,3
2016,apr,4/1/2016,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,2
2016,apr,4/1/2016,Maharashtra,BUS,Bus,Bus,2
2016,apr,4/1/2016,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,66
2016,apr,4/1/2016,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,15
2016,apr,4/1/2016,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,359
2016,apr,4/1/2016,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Madhya Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2016,apr,4/1/2016,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Odisha,MOPED,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Puducherry,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2016,apr,4/1/2016,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,377
2016,apr,4/1/2016,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,4
2016,apr,4/1/2016,Rajasthan,GOODS CARRIER,Others,Others,1
2016,apr,4/1/2016,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2016,apr,4/1/2016,Tamil Nadu,AGRICULTURAL TRACTOR,Others,Others,1
2016,apr,4/1/2016,Tamil Nadu,GOODS CARRIER,Others,Others,1
2016,apr,4/1/2016,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016,apr,4/1/2016,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,3
2016,apr,4/1/2016,Tamil Nadu,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2016,apr,4/1/2016,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,3
2016,apr,4/1/2016,Tamil Nadu,TRAILER (COMMERCIAL),Others,Others,2
2016,apr,4/1/2016,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,8
2016,apr,4/1/2016,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,847
2016,apr,4/1/2016,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,2
2016,apr,4/1/2016,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,219
2016,apr,4/1/2016,West Bengal,GOODS CARRIER,Others,Others,1
2016,apr,4/1/2016,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,apr,4/1/2017,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,54
2017,apr,4/1/2017,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Assam,MOTOR CAR,4-Wheelers,4W_Personal,3
2017,apr,4/1/2017,Assam,TRAILER (COMMERCIAL),Others,Others,84
2017,apr,4/1/2017,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,145
2017,apr,4/1/2017,Bihar,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,2
2017,apr,4/1/2017,Bihar,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2017,apr,4/1/2017,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,3
2017,apr,4/1/2017,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,11
2017,apr,4/1/2017,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,11
2017,apr,4/1/2017,Chhattisgarh,GOODS CARRIER,Others,Others,22
2017,apr,4/1/2017,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2017,apr,4/1/2017,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2017,apr,4/1/2017,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,4
2017,apr,4/1/2017,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1291
2017,apr,4/1/2017,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,37
2017,apr,4/1/2017,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2017,apr,4/1/2017,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,5
2017,apr,4/1/2017,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,6
2017,apr,4/1/2017,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2017,apr,4/1/2017,Goa,MOTOR CAR,4-Wheelers,4W_Personal,3
2017,apr,4/1/2017,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2017,apr,4/1/2017,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,37
2017,apr,4/1/2017,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2017,apr,4/1/2017,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2017,apr,4/1/2017,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,33
2017,apr,4/1/2017,Haryana,MOPED,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Jharkhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,119
2017,apr,4/1/2017,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,5
2017,apr,4/1/2017,Karnataka,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2
2017,apr,4/1/2017,Karnataka,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,17
2017,apr,4/1/2017,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2017,apr,4/1/2017,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,1
2017,apr,4/1/2017,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,28
2017,apr,4/1/2017,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,20
2017,apr,4/1/2017,Karnataka,TRAILER (AGRICULTURAL),Others,Others,1
2017,apr,4/1/2017,Kerala,ADAPTED VEHICLE,Others,Others,1
2017,apr,4/1/2017,Kerala,GOODS CARRIER,Others,Others,1
2017,apr,4/1/2017,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,3
2017,apr,4/1/2017,Kerala,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2017,apr,4/1/2017,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,3
2017,apr,4/1/2017,Maharashtra,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2017,apr,4/1/2017,Maharashtra,GOODS CARRIER,Others,Others,2
2017,apr,4/1/2017,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,18
2017,apr,4/1/2017,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,22
2017,apr,4/1/2017,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,72
2017,apr,4/1/2017,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2017,apr,4/1/2017,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,9
2017,apr,4/1/2017,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,apr,4/1/2017,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,17
2017,apr,4/1/2017,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2
2017,apr,4/1/2017,Rajasthan,AGRICULTURAL TRACTOR,Others,Others,2
2017,apr,4/1/2017,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,354
2017,apr,4/1/2017,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,17
2017,apr,4/1/2017,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,apr,4/1/2017,Rajasthan,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1
2017,apr,4/1/2017,Tamil Nadu,MAXI CAB,Others,Others,1
2017,apr,4/1/2017,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2017,apr,4/1/2017,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,2
2017,apr,4/1/2017,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,3
2017,apr,4/1/2017,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,370
2017,apr,4/1/2017,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2017,apr,4/1/2017,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2017,apr,4/1/2017,Uttarakhand,MOPED,2-Wheelers,2W_Personal,1
2017,apr,4/1/2017,Uttar Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1909
2017,apr,4/1/2017,Uttar Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,6
2017,apr,4/1/2017,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2017,apr,4/1/2017,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,2
2017,apr,4/1/2017,West Bengal,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,244
2017,apr,4/1/2017,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,1
2018,apr,4/1/2018,Assam,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,350
2018,apr,4/1/2018,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2018,apr,4/1/2018,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,47
2018,apr,4/1/2018,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,2
2018,apr,4/1/2018,Bihar,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,391
2018,apr,4/1/2018,Bihar,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2018,apr,4/1/2018,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,20
2018,apr,4/1/2018,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2018,apr,4/1/2018,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,15
2018,apr,4/1/2018,Chhattisgarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,49
2018,apr,4/1/2018,Chhattisgarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2018,apr,4/1/2018,Chhattisgarh,GOODS CARRIER,Others,Others,44
2018,apr,4/1/2018,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2018,apr,4/1/2018,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,1
2018,apr,4/1/2018,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,1
2018,apr,4/1/2018,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,5
2018,apr,4/1/2018,Chhattisgarh,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,1
2018,apr,4/1/2018,Chandigarh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,22
2018,apr,4/1/2018,Chandigarh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2018,apr,4/1/2018,DNH and DD,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,8
2018,apr,4/1/2018,DNH and DD,TRAILER (COMMERCIAL),Others,Others,1
2018,apr,4/1/2018,Delhi,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1389
2018,apr,4/1/2018,Delhi,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,75
2018,apr,4/1/2018,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2018,apr,4/1/2018,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,12
2018,apr,4/1/2018,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,15
2018,apr,4/1/2018,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2018,apr,4/1/2018,Goa,MOTOR CAR,4-Wheelers,4W_Personal,2
2018,apr,4/1/2018,Gujarat,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1
2018,apr,4/1/2018,Gujarat,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,2
2018,apr,4/1/2018,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2018,apr,4/1/2018,Gujarat,MOPED,2-Wheelers,2W_Personal,7
2018,apr,4/1/2018,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,2
2018,apr,4/1/2018,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,4
2018,apr,4/1/2018,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1
2018,apr,4/1/2018,Gujarat,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,2
2018,apr,4/1/2018,Himachal Pradesh,OMNI BUS,Bus,Bus,12
2018,apr,4/1/2018,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,190
2018,apr,4/1/2018,Haryana,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,5
2018,apr,4/1/2018,Haryana,GOODS CARRIER,Others,Others,2
2018,apr,4/1/2018,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,29
2018,apr,4/1/2018,Haryana,MOTOR CAB,4-Wheelers,4W_Shared,1
2018,apr,4/1/2018,Haryana,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,2
2018,apr,4/1/2018,Haryana,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,2
2018,apr,4/1/2018,Haryana,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,9
2018,apr,4/1/2018,Jharkhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,76
2018,apr,4/1/2018,Jharkhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,9
2018,apr,4/1/2018,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2018,apr,4/1/2018,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,17
2018,apr,4/1/2018,Karnataka,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2
2018,apr,4/1/2018,Karnataka,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1
2018,apr,4/1/2018,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,53
2018,apr,4/1/2018,Karnataka,MOPED,2-Wheelers,2W_Personal,4
2018,apr,4/1/2018,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,39
